class,class_index,point,start_frame,stop_frame,video_id
"['glove', 'remove']","['60', '12']",3195,3167,3219,P02_122
"['spatula', 'put']","['20', '1']",36808,36701,36821,P02_122
"['pan', 'put']","['5', '1']",36820,36770,36839,P02_122
"['bag', 'take']","['19', '0']",36920,36890,37008,P02_122
"['bag', 'put']","['19', '1']",37070,36992,37119,P02_122
"['bag', 'open']","['19', '3']",37170,37138,37283,P02_122
"['wrap', 'take']","['107', '0']",37345,37303,37387,P02_122
"['wrap', 'fold']","['107', '28']",37408,37382,37465,P02_122
"['wrap', 'put']","['107', '1']",37495,37454,37520,P02_122
"['bag', 'close']","['19', '4']",37583,37569,37602,P02_122
"['bag', 'wrap']","['19', '36']",37633,37608,37648,P02_122
"['drawer', 'open']","['8', '3']",37883,37873,37922,P02_122
"['fork', 'take']","['14', '0']",37933,37933,37986,P02_122
"['drawer', 'close']","['8', '4']",37996,37993,38074,P02_122
"['plate', 'take']","['2', '0']",38233,38221,38299,P02_122
"['glove', 'put']","['60', '1']",3558,3497,3604,P02_122
"['cupboard', 'open']","['3', '3']",3809,3754,3883,P02_122
"['plate', 'take']","['2', '0']",3920,3886,3990,P02_122
"['board:chopping', 'take']","['18', '0']",4145,4092,4205,P02_122
"['plate', 'put']","['2', '1']",4271,4271,4326,P02_122
"['glove', 'move']","['60', '11']",4383,4351,4397,P02_122
"['board:chopping', 'put']","['18', '1']",4408,4402,4428,P02_122
"['paper', 'take']","['49', '0']",4471,4432,4498,P02_122
"['shelf', 'remove']","['247', '12']",508,489,614,P02_122
"['bin', 'open']","['36', '3']",4633,4596,4667,P02_122
"['paper', 'throw']","['49', '13']",4683,4667,4693,P02_122
"['bin', 'close']","['36', '4']",4708,4697,4723,P02_122
"['fridge', 'open']","['12', '3']",4858,4842,4906,P02_122
"['egg', 'take']","['53', '0']",4995,4964,5023,P02_122
"['egg', 'put']","['53', '1']",5145,5025,5162,P02_122
"['box', 'open']","['23', '3']",5295,5154,5315,P02_122
"['egg', 'take']","['53', '0']",5345,5316,5353,P02_122
"['egg', 'pat']","['53', '32']",5383,5356,5412,P02_122
"['egg', 'break']","['53', '30']",5433,5415,5532,P02_122
"['shell:egg', 'remove']","['141', '12']",5608,5513,5755,P02_122
"['bin', 'open']","['36', '3']",5720,5698,5806,P02_122
"['shell:egg', 'throw']","['141', '13']",5820,5772,5826,P02_122
"['egg', 'take']","['53', '0']",5883,5851,5905,P02_122
"['egg', 'pat']","['53', '32']",5920,5890,5938,P02_122
"['egg', 'break']","['53', '30']",5970,5951,6046,P02_122
"['bin', 'open']","['36', '3']",6133,6122,6160,P02_122
"['shell:egg', 'throw']","['141', '13']",6158,6158,6175,P02_122
"['box', 'close']","['23', '4']",6245,6220,6255,P02_122
"['shelf', 'put']","['247', '1']",670,632,725,P02_122
"['pepper', 'take']","['37', '0']",6783,6707,6785,P02_122
"['tomato', 'take']","['43', '0']",6808,6773,6903,P02_122
"['pepper', 'put']","['37', '1']",7008,6979,7057,P02_122
"['package', 'remove']","['26', '12']",7095,7092,7184,P02_122
"['box', 'put']","['23', '1']",7258,7183,7272,P02_122
"['bin', 'open']","['36', '3']",7358,7266,7387,P02_122
"['package', 'throw']","['26', '13']",7383,7382,7406,P02_122
"['bin', 'close']","['36', '4']",7421,7403,7422,P02_122
"['pepper', 'take']","['37', '0']",7533,7523,7559,P02_122
"['glove', 'remove']","['60', '12']",870,844,877,P02_122
"['tap', 'turn-off']","['0', '8']",7896,7869,7907,P02_122
"['hand', 'shake']","['11', '15']",7958,7912,7978,P02_122
"['knife', 'take']","['4', '0']",8046,8030,8071,P02_122
"['pepper', 'put']","['37', '1']",8183,8173,8200,P02_122
"['pepper', 'cut']","['37', '7']",8283,8205,8382,P02_122
"['pepper', 'cut']","['37', '7']",8496,8381,8606,P02_122
"['bin', 'open']","['36', '3']",8709,8675,8766,P02_122
"['pepper', 'cut']","['37', '7']",8895,8858,9014,P02_122
"['pepper', 'cut']","['37', '7']",9283,9171,9686,P02_122
"['pepper', 'turn']","['37', '23']",9695,9693,9740,P02_122
"['pepper', 'cut']","['37', '7']",9758,9722,10820,P02_122
"['pepper', 'cut']","['37', '7']",10895,10849,11796,P02_122
"['pepper', 'turn']","['37', '23']",11783,11765,11819,P02_122
"['pepper', 'cut']","['37', '7']",11845,11824,13063,P02_122
"['knife', 'put']","['4', '1']",13145,13113,13187,P02_122
"['tray', 'take']","['35', '0']",908,900,1060,P02_122
"['fork', 'take']","['14', '0']",13333,13296,13382,P02_122
"['drawer', 'close']","['8', '4']",13495,13386,13562,P02_122
"['egg', 'mix']","['53', '10']",13859,13575,13938,P02_122
"['fork', 'put']","['14', '1']",14445,14381,14453,P02_122
"['jar', 'take']","['40', '0']",14583,14537,14600,P02_122
"['jar', 'take']","['40', '0']",14845,14775,14870,P02_122
"['salt', 'take']","['38', '0']",14933,14912,14978,P02_122
"['salt', 'pour']","['38', '9']",15120,15067,15132,P02_122
"['salt', 'put']","['38', '1']",15158,15133,15165,P02_122
"['tray', 'put']","['35', '1']",1208,1166,1287,P02_122
"['jar', 'put']","['40', '1']",15208,15175,15252,P02_122
"['jar', 'open']","['40', '3']",15283,15257,15296,P02_122
"['thyme', 'pour']","['215', '9']",15333,15301,15355,P02_122
"['thyme', 'pour']","['215', '9']",15383,15359,15416,P02_122
"['jar', 'close']","['40', '4']",15433,15419,15463,P02_122
"['jar', 'take']","['40', '0']",15483,15468,15501,P02_122
"['jar', 'open']","['40', '3']",15533,15501,15563,P02_122
"['pepper', 'pour']","['37', '9']",15595,15562,15687,P02_122
"['pepper', 'pour']","['37', '9']",15695,15688,15724,P02_122
"['jar', 'close']","['40', '4']",15770,15741,15799,P02_122
"['alarm', 'set']","['111', '53']",196,188,229,P02_123
"['glove', 'take']","['60', '0']",259,235,283,P02_123
"['oven', 'open']","['46', '3']",1171,1155,1215,P02_123
"['spoon', 'take']","['1', '0']",13770,13770,13823,P02_123
"['drawer', 'close']","['8', '4']",13833,13811,13851,P02_123
"['sugar', 'mix']","['102', '10']",13870,13851,14395,P02_123
"['pan', 'hold']","['5', '34']",14183,14165,14334,P02_123
"['seed', 'remove']","['122', '12']",14370,14336,14711,P02_123
"['juice', 'mix']","['183', '10']",14733,14722,14763,P02_123
"['pan', 'hold']","['5', '34']",14758,14755,16108,P02_123
"['spoon', 'put']","['1', '1']",16133,16113,16149,P02_123
"['bag', 'take']","['19', '0']",16333,16287,16337,P02_123
"['nut', 'pour']","['133', '9']",16483,16471,16593,P02_123
"['tray', 'slide']","['35', '61']",1233,1212,1275,P02_123
"['bin', 'open']","['36', '3']",16683,16682,16717,P02_123
"['bag', 'throw']","['19', '13']",16720,16717,16746,P02_123
"['nut', 'mix']","['133', '10']",16845,16836,16989,P02_123
"['spoon', 'put']","['1', '1']",17533,17504,17556,P02_123
"['oven', 'turn-off']","['46', '8']",17595,17593,17774,P02_123
"['spoon', 'take']","['1', '0']",17783,17778,17811,P02_123
"['mixture', 'mix']","['71', '10']",17845,17816,18126,P02_123
"['pan', 'hold']","['5', '34']",18033,17991,19537,P02_123
"['heat', 'adjust']","['65', '17']",19558,19547,19623,P02_123
"['mixture', 'mix']","['71', '10']",19620,19500,20781,P02_123
"['spoon', 'put']","['1', '1']",20783,20771,20808,P02_123
"['hob', 'turn-off']","['24', '8']",20833,20812,20858,P02_123
"['mixture', 'mix']","['71', '10']",20908,20863,21209,P02_123
"['pan', 'take']","['5', '0']",21258,21223,21266,P02_123
"['pan', 'put']","['5', '1']",21295,21271,21327,P02_123
"['cupboard', 'open']","['3', '3']",21433,21412,21464,P02_123
"['cake', 'stab']","['175', '81']",1358,1330,1449,P02_123
"['board:chopping', 'take']","['18', '0']",21845,21458,22055,P02_123
"['cupboard', 'close']","['3', '4']",22083,22072,22114,P02_123
"['board:chopping', 'put']","['18', '1']",22195,22136,22344,P02_123
"['glove', 'take']","['60', '0']",22270,22252,22292,P02_123
"['glove', 'wear']","['60', '68']",22383,22349,22447,P02_123
"['oven', 'open']","['46', '3']",22458,22455,22535,P02_123
"['tray', 'slide']","['35', '61']",22583,22560,22607,P02_123
"['oven', 'close']","['46', '4']",22783,22604,22820,P02_123
"['glove', 'take']","['60', '0']",22983,22970,22999,P02_123
"['glove', 'wear']","['60', '68']",23046,23012,23146,P02_123
"['knife', 'check']","['4', '24']",1458,1453,1556,P02_123
"['tray', 'slide']","['35', '61']",23246,23205,23271,P02_123
"['tray', 'take']","['35', '0']",23308,23276,23381,P02_123
"['oven', 'close']","['46', '4']",23408,23385,23425,P02_123
"['tray', 'put']","['35', '1']",23433,23423,23479,P02_123
"['glove', 'remove']","['60', '12']",23533,23480,23582,P02_123
"['glove', 'put']","['60', '1']",23633,23587,23636,P02_123
"['paper', 'unroll']","['49', '39']",23695,23669,24158,P02_123
"['cake', 'lift']","['175', '33']",24346,23967,24432,P02_123
"['cake', 'put']","['175', '1']",24484,24427,24510,P02_123
"['cake', 'stab']","['175', '81']",1583,1561,1738,P02_123
"['drawer', 'open']","['8', '3']",25658,25649,25677,P02_123
"['knife', 'take']","['4', '0']",25708,25683,25733,P02_123
"['cake', 'slide']","['175', '61']",25933,25882,27691,P02_123
"['knife', 'put']","['4', '1']",27983,27972,27995,P02_123
"['paper', 'squeeze']","['49', '18']",28021,28007,28109,P02_123
"['paper', 'throw']","['49', '13']",28133,28122,28141,P02_123
"['bin', 'close']","['36', '4']",28170,28146,28172,P02_123
"['spoon', 'take']","['1', '0']",28258,28247,28284,P02_123
"['knife', 'check']","['4', '24']",1746,1742,1800,P02_123
"['pan', 'hold']","['5', '34']",28283,28269,28361,P02_123
"['mixture', 'mix']","['71', '10']",28320,28284,28344,P02_123
"['pan', 'take']","['5', '0']",28358,28357,28898,P02_123
"['board:chopping', 'take']","['18', '0']",28445,28408,28550,P02_123
"['board:chopping', 'put']","['18', '1']",28758,28672,28853,P02_123
"['mixture', 'mix']","['71', '10']",28908,28893,29009,P02_123
"['cake', 'stab']","['175', '81']",29220,29189,29585,P02_123
"['knife', 'put']","['4', '1']",29633,29586,29642,P02_123
"['sauce', 'pour']","['47', '9']",29770,29647,30799,P02_123
"['oven', 'close']","['46', '4']",1808,1805,1846,P02_123
"['nut', 'apply']","['133', '27']",30808,30801,31026,P02_123
"['spoon', 'put']","['1', '1']",31308,31288,31341,P02_123
"['pan', 'insert']","['5', '5']",31495,31417,31598,P02_123
"['board:chopping', 'move']","['18', '11']",31733,31708,31758,P02_123
"['board:chopping', 'move']","['18', '11']",31808,31756,31834,P02_123
"['cloth', 'take']","['17', '0']",31996,31951,32013,P02_123
"['top', 'wash']","['42', '2']",32133,32088,32233,P02_123
"['top', 'wash']","['42', '2']",32308,32232,32592,P02_123
"['tap', 'turn-on']","['0', '6']",32734,32727,32783,P02_123
"['knife', 'put']","['4', '1']",1895,1834,1920,P02_123
"['cloth', 'squeeze']","['17', '18']",33058,33054,33146,P02_123
"['hand', 'dry']","['11', '14']",33271,33238,33427,P02_123
"['apron', 'take']","['199', '0']",33458,33432,33532,P02_123
"['apron', 'wear']","['199', '68']",33633,33621,34055,P02_123
"['tray', 'take']","['35', '0']",34109,34069,34195,P02_123
"['tray', 'take']","['35', '0']",34408,34378,34435,P02_123
"['alarm', 'set']","['111', '53']",2008,1932,2158,P02_123
"['tray', 'sort']","['35', '40']",34545,34505,34673,P02_123
"['cupboard', 'open']","['3', '3']",34683,34676,34732,P02_123
"['tray', 'insert']","['35', '5']",34758,34714,34817,P02_123
"['cupboard', 'close']","['3', '4']",34995,34982,35032,P02_123
"['cup', 'take']","['13', '0']",35145,35125,35154,P02_123
"['cup', 'hang']","['13', '41']",35308,35276,35352,P02_123
"['plate', 'take']","['2', '0']",35483,35479,35509,P02_123
"['cupboard', 'open']","['3', '3']",35583,35579,35659,P02_123
"['plate', 'insert']","['2', '5']",35708,35648,35775,P02_123
"['bottle', 'adjust']","['15', '17']",35783,35776,35841,P02_123
"['glove', 'wear']","['60', '68']",308,303,354,P02_123
"['glove', 'put']","['60', '1']",2283,2254,2287,P02_123
"['cup', 'take']","['13', '0']",35970,35934,35993,P02_123
"['cup', 'insert']","['13', '5']",36020,35994,36043,P02_123
"['juicer', 'take']","['106', '0']",36120,36048,36156,P02_123
"['cupboard', 'open']","['3', '3']",36258,36231,36269,P02_123
"['juicer', 'insert']","['106', '5']",36283,36270,36348,P02_123
"['cupboard', 'close']","['3', '4']",36358,36349,36382,P02_123
"['processor:food', 'take']","['147', '0']",36445,36433,36559,P02_123
"['cover', 'open']","['89', '3']",36620,36564,36673,P02_123
"['cover', 'attach']","['89', '64']",36683,36663,36706,P02_123
"['cover', 'put']","['89', '1']",36770,36699,36862,P02_123
"['pan', 'take']","['5', '0']",2295,2279,2329,P02_123
"['spatula', 'wash']","['20', '2']",37383,37375,37515,P02_123
"['tap', 'turn-on']","['0', '6']",37520,37505,37558,P02_123
"['tap', 'turn-off']","['0', '8']",37583,37556,37592,P02_123
"['liquid:washing', 'take']","['22', '0']",37608,37597,37642,P02_123
"['liquid:washing', 'put']","['22', '1']",37708,37705,37766,P02_123
"['spatula', 'wash']","['20', '2']",37820,37778,37941,P02_123
"['sponge', 'put']","['9', '1']",37945,37941,37972,P02_123
"['tap', 'turn-on']","['0', '6']",37983,37977,38038,P02_123
"['spatula', 'wash']","['20', '2']",38020,38011,38222,P02_123
"['tap', 'turn-off']","['0', '8']",38220,38209,38237,P02_123
"['spatula', 'put']","['20', '1']",38283,38259,38308,P02_123
"['pan', 'take']","['5', '0']",38333,38314,38386,P02_123
"['tap', 'turn-on']","['0', '6']",38433,38429,38461,P02_123
"['pan', 'soak']","['5', '56']",38633,38574,38659,P02_123
"['cupboard', 'open']","['3', '3']",2458,2439,2471,P02_123
"['tap', 'turn-off']","['0', '8']",38670,38651,38691,P02_123
"['tray', 'move']","['35', '11']",38858,38842,38914,P02_123
"['fork', 'wash']","['14', '2']",39058,39055,39185,P02_123
"['fork', 'take']","['14', '0']",39233,39210,39244,P02_123
"['spoon', 'take']","['1', '0']",39408,39401,39426,P02_123
"['spoon', 'wash']","['1', '2']",39458,39450,39747,P02_123
"['cupboard', 'open']","['3', '3']",2483,2475,2547,P02_123
"['sponge', 'put']","['9', '1']",39758,39740,39767,P02_123
"['tap', 'turn-on']","['0', '6']",39795,39781,39823,P02_123
"['spoon', 'wash']","['1', '2']",39833,39821,39999,P02_123
"['tap', 'turn-off']","['0', '8']",40008,39999,40024,P02_123
"['spoon', 'put']","['1', '1']",40058,40031,40067,P02_123
"['tap', 'turn-on']","['0', '6']",40083,40072,40127,P02_123
"['tap', 'turn-off']","['0', '8']",40208,40207,40247,P02_123
"['fork', 'put']","['14', '1']",40270,40246,40314,P02_123
"['plate', 'take']","['2', '0']",40320,40315,40332,P02_123
"['pan', 'take']","['5', '0']",2609,2575,2696,P02_123
"['sponge', 'put']","['9', '1']",40658,40611,40666,P02_123
"['tap', 'turn-on']","['0', '6']",40671,40652,40701,P02_123
"['plate', 'put']","['2', '1']",41033,40992,41077,P02_123
"['liquid:washing', 'pour']","['22', '9']",41133,41127,41191,P02_123
"['pot', 'move']","['29', '11']",2733,2704,2817,P02_123
"['plate', 'take']","['2', '0']",41258,41230,41329,P02_123
"['plate', 'wash']","['2', '2']",41333,41317,41680,P02_123
"['tap', 'turn-on']","['0', '6']",41670,41643,41712,P02_123
"['tap', 'turn-off']","['0', '8']",42058,42050,42093,P02_123
"['plate', 'put']","['2', '1']",42108,42098,42172,P02_123
"['glass', 'take']","['10', '0']",42183,42175,42233,P02_123
"['sponge', 'take']","['9', '0']",42246,42240,42279,P02_123
"['pan', 'put']","['5', '1']",2883,2878,2931,P02_123
"['glass', 'wash']","['10', '2']",42258,42251,42619,P02_123
"['sponge', 'put']","['9', '1']",42646,42624,42650,P02_123
"['tap', 'turn-on']","['0', '6']",42658,42650,42699,P02_123
"['tap', 'turn']","['0', '23']",42695,42641,42704,P02_123
"['glass', 'wash']","['10', '2']",42758,42709,43088,P02_123
"['tap', 'turn-off']","['0', '8']",43095,43093,43140,P02_123
"['glass', 'insert']","['10', '5']",43183,43141,43226,P02_123
"['glass', 'take']","['10', '0']",43270,43231,43288,P02_123
"['glass', 'wash']","['10', '2']",43333,43298,43782,P02_123
"['tap', 'turn-on']","['0', '6']",43795,43789,43844,P02_123
"['cupboard', 'close']","['3', '4']",2945,2933,2990,P02_123
"['glass', 'wash']","['10', '2']",43858,43849,44085,P02_123
"['tap', 'turn-off']","['0', '8']",44095,44080,44142,P02_123
"['glass', 'insert']","['10', '5']",44183,44140,44216,P02_123
"['cup', 'take']","['13', '0']",44258,44249,44303,P02_123
"['cup', 'wash']","['13', '2']",44320,44308,44478,P02_123
"['tap', 'turn-on']","['0', '6']",44508,44494,44544,P02_123
"['cup', 'wash']","['13', '2']",44545,44543,44724,P02_123
"['cup', 'insert']","['13', '5']",44808,44784,44859,P02_123
"['blender', 'take']","['82', '0']",44870,44862,44892,P02_123
"['cupboard', 'close']","['3', '4']",2983,2972,3022,P02_123
"['blender', 'wash']","['82', '2']",44933,44924,45302,P02_123
"['sponge', 'put']","['9', '1']",45308,45307,45329,P02_123
"['tap', 'turn-on']","['0', '6']",45333,45333,45382,P02_123
"['tap', 'turn-off']","['0', '8']",45771,45766,45815,P02_123
"['rack:drying', 'insert']","['110', '5']",45871,45860,45891,P02_123
"['plate', 'take']","['2', '0']",45958,45883,45989,P02_123
"['plate', 'wash']","['2', '2']",46020,46016,46203,P02_123
"['oven', 'open']","['46', '3']",383,357,463,P02_123
"['plate', 'insert']","['2', '5']",46558,46543,46590,P02_123
"['pan', 'wash']","['5', '2']",46683,46672,46723,P02_123
"['tap', 'turn-on']","['0', '6']",46733,46726,46761,P02_123
"['pan', 'wash']","['5', '2']",46783,46770,46815,P02_123
"['tap', 'turn-on']","['0', '6']",46883,46835,46891,P02_123
"['drawer', 'open']","['8', '3']",3283,3235,3339,P02_123
"['tap', 'turn-off']","['0', '8']",47083,47080,47106,P02_123
"['pan', 'wash']","['5', '2']",47133,47111,47299,P02_123
"['liquid:washing', 'take']","['22', '0']",47333,47330,47416,P02_123
"['liquid:washing', 'pour']","['22', '9']",47396,47372,47454,P02_123
"['liquid:washing', 'put']","['22', '1']",47458,47452,47486,P02_123
"['pan', 'scrub']","['5', '29']",47558,47557,48661,P02_123
"['pan', 'wash']","['5', '2']",48758,48497,49214,P02_123
"['tap', 'turn-on']","['0', '6']",49233,49215,49281,P02_123
"['pan', 'wash']","['5', '2']",49283,49282,49559,P02_123
"['scissors', 'take']","['79', '0']",3408,3396,3475,P02_123
"['tap', 'turn-off']","['0', '8']",49570,49564,49616,P02_123
"['tap', 'turn-on']","['0', '6']",49720,49707,49768,P02_123
"['pan', 'wash']","['5', '2']",49770,49758,49833,P02_123
"['pan', 'insert']","['5', '5']",49858,49830,49916,P02_123
"['bowl', 'take']","['7', '0']",51758,51746,51782,P02_123
"['sponge', 'take']","['9', '0']",51783,51775,51823,P02_123
"['bowl', 'wash']","['7', '2']",51821,51793,52462,P02_123
"['tap', 'turn-on']","['0', '6']",52483,52473,52528,P02_123
"['bag', 'cut']","['19', '7']",3558,3544,3645,P02_123
"['bowl', 'wash']","['7', '2']",52608,52514,52979,P02_123
"['bowl', 'insert']","['7', '5']",53071,53058,53162,P02_123
"['liquid:washing', 'take']","['22', '0']",53233,53222,53238,P02_123
"['liquid:washing', 'pour']","['22', '9']",53258,53247,53314,P02_123
"['liquid:washing', 'put']","['22', '1']",53320,53317,53348,P02_123
"['spoon', 'wash']","['1', '2']",53433,53400,53574,P02_123
"['spoon', 'wash']","['1', '2']",53645,53645,53776,P02_123
"['lemon', 'take']","['105', '0']",3658,3621,3674,P02_123
"['tap', 'turn-off']","['0', '8']",53833,53801,53833,P02_123
"['plate', 'take']","['2', '0']",53845,53812,53932,P02_123
"['plate', 'wash']","['2', '2']",53933,53920,54141,P02_123
"['tap', 'turn-on']","['0', '6']",54145,54138,54192,P02_123
"['plate', 'insert']","['2', '5']",54445,54429,54485,P02_123
"['liquid:washing', 'pour']","['22', '9']",54520,54519,54580,P02_123
"['drawer', 'close']","['8', '4']",3683,3670,3720,P02_123
"['sponge', 'squeeze']","['9', '18']",54633,54626,54674,P02_123
"['cup', 'take']","['13', '0']",54658,54652,54727,P02_123
"['cup', 'wash']","['13', '2']",54720,54711,54871,P02_123
"['cup', 'put']","['13', '1']",55233,55200,55259,P02_123
"['colander', 'take']","['39', '0']",55358,55279,55367,P02_123
"['tap', 'turn-on']","['0', '6']",55458,55355,55498,P02_123
"['fridge', 'close']","['12', '4']",3770,3725,3832,P02_123
"['colander', 'wash']","['39', '2']",55508,55491,55750,P02_123
"['tap', 'turn-off']","['0', '8']",55746,55741,55813,P02_123
"['colander', 'wash']","['39', '2']",55833,55824,55967,P02_123
"['tap', 'turn-on']","['0', '6']",56008,55988,56037,P02_123
"['colander', 'wash']","['39', '2']",56046,56040,56204,P02_123
"['tap', 'turn-off']","['0', '8']",56221,56208,56252,P02_123
"['colander', 'put']","['39', '1']",56284,56252,56304,P02_123
"['spoon', 'take']","['1', '0']",56358,56304,56391,P02_123
"['spoon', 'wash']","['1', '2']",56408,56393,56549,P02_123
"['tap', 'turn-on']","['0', '6']",56558,56554,56633,P02_123
"['scissors', 'put']","['79', '1']",4008,3973,4046,P02_123
"['tap', 'turn-off']","['0', '8']",56708,56708,56734,P02_123
"['blender', 'take']","['82', '0']",56809,56795,56840,P02_123
"['tap', 'turn-on']","['0', '6']",56909,56862,56922,P02_123
"['blender', 'wash']","['82', '2']",56921,56884,56970,P02_123
"['tap', 'turn-off']","['0', '8']",56983,56972,57002,P02_123
"['tap', 'turn-on']","['0', '6']",57058,57016,57110,P02_123
"['blender', 'wash']","['82', '2']",57083,57069,57151,P02_123
"['tap', 'turn-off']","['0', '8']",57158,57156,57179,P02_123
"['knife', 'take']","['4', '0']",4233,4225,4263,P02_123
"['sponge', 'take']","['9', '0']",57208,57184,57226,P02_123
"['liquid:washing', 'take']","['22', '0']",57309,57280,57348,P02_123
"['liquid:washing', 'pour']","['22', '9']",57358,57349,57410,P02_123
"['liquid:washing', 'put']","['22', '1']",57408,57405,57455,P02_123
"['tap', 'turn-on']","['0', '6']",58009,58004,58051,P02_123
"['blender', 'wash']","['82', '2']",58058,58055,58935,P02_123
"['tap', 'turn-off']","['0', '8']",58946,58939,58974,P02_123
"['blender', 'insert']","['82', '5']",59033,58985,59078,P02_123
"['sponge', 'take']","['9', '0']",59083,59075,59127,P02_123
"['lemon', 'put']","['105', '1']",4258,4244,4271,P02_123
"['cover', 'wash']","['89', '2']",59395,59357,59617,P02_123
"['tap', 'turn-off']","['0', '8']",59695,59611,59727,P02_123
"['cover', 'insert']","['89', '5']",59758,59727,59827,P02_123
"['cover', 'wash']","['89', '2']",59995,59960,60075,P02_123
"['tap', 'turn-on']","['0', '6']",60108,60100,60156,P02_123
"['cover', 'wash']","['89', '2']",60158,60154,60224,P02_123
"['tray', 'slide']","['35', '61']",483,468,548,P02_123
"['lemon', 'cut']","['105', '7']",4283,4276,4381,P02_123
"['tap', 'turn-off']","['0', '8']",60245,60229,60285,P02_123
"['cover', 'insert']","['89', '5']",60320,60294,60369,P02_123
"['sink', 'empty']","['63', '20']",60408,60352,60905,P02_123
"['liquid:washing', 'move']","['22', '11']",60933,60894,60971,P02_123
"['glass', 'take']","['10', '0']",61008,60973,61024,P02_123
"['glass', 'insert']","['10', '5']",61058,61024,61074,P02_123
"['colander', 'take']","['39', '0']",61146,61116,61166,P02_123
"['colander', 'put']","['39', '1']",61208,61195,61235,P02_123
"['colander', 'take']","['39', '0']",61295,61283,61327,P02_123
"['top', 'wash']","['42', '2']",62346,62266,62556,P02_123
"['plate', 'move']","['2', '11']",62683,62527,62709,P02_123
"['bin', 'open']","['36', '3']",62833,62805,62845,P02_123
"['colander', 'empty']","['39', '20']",62871,62850,63059,P02_123
"['bin', 'close']","['36', '4']",63071,63057,63110,P02_123
"['tap', 'turn-on']","['0', '6']",63146,63095,63182,P02_123
"['tap', 'turn-off']","['0', '8']",63458,63375,63462,P02_123
"['colander', 'insert']","['39', '5']",63508,63475,63549,P02_123
"['glass', 'take']","['10', '0']",63671,63654,63711,P02_123
"['sponge', 'take']","['9', '0']",63708,63705,63728,P02_123
"['lemon', 'take']","['105', '0']",4408,4402,4453,P02_123
"['tap', 'turn-off']","['0', '8']",64483,64458,64542,P02_123
"['glass', 'insert']","['10', '5']",64620,64562,64673,P02_123
"['plate', 'take']","['2', '0']",64720,64704,64742,P02_123
"['plate', 'insert']","['2', '5']",64783,64744,64786,P02_123
"['grater', 'take']","['96', '0']",64808,64775,64825,P02_123
"['grater', 'wash']","['96', '2']",64845,64828,64948,P02_123
"['tap', 'turn-on']","['0', '6']",64945,64945,64992,P02_123
"['lemon', 'put']","['105', '1']",4559,4536,4592,P02_123
"['grater', 'wash']","['96', '2']",64983,64978,65110,P02_123
"['tap', 'turn-off']","['0', '8']",65133,65114,65143,P02_123
"['grater', 'put']","['96', '1']",65208,65169,65264,P02_123
"['cutlery', 'take']","['58', '0']",65320,65300,65365,P02_123
"['cutlery', 'insert']","['58', '5']",65408,65370,65462,P02_123
"['board:chopping', 'insert']","['18', '5']",65620,65606,65642,P02_123
"['cupboard', 'open']","['3', '3']",4633,4610,4709,P02_123
"['glass', 'take']","['10', '0']",65670,65645,65679,P02_123
"['tap', 'turn-on']","['0', '6']",65695,65683,65761,P02_123
"['tap', 'turn-off']","['0', '8']",65808,65772,65819,P02_123
"['glass', 'insert']","['10', '5']",65858,65817,65881,P02_123
"['pan', 'take']","['5', '0']",66058,66034,66102,P02_123
"['pan', 'insert']","['5', '5']",66120,66103,66179,P02_123
"['tray', 'take']","['35', '0']",66295,66266,66307,P02_123
"['tap', 'turn-on']","['0', '6']",66470,66460,66521,P02_123
"['tray', 'soak']","['35', '56']",66520,66514,67078,P02_123
"['bottle', 'take']","['15', '0']",4733,4709,4764,P02_123
"['tap', 'turn-off']","['0', '8']",67083,67074,67115,P02_123
"['tray', 'put']","['35', '1']",67195,67153,67265,P02_123
"['spoon', 'take']","['1', '0']",67283,67269,67322,P02_123
"['glass', 'take']","['10', '0']",67408,67376,67431,P02_123
"['skin', 'take']","['48', '0']",67595,67589,67623,P02_123
"['juicer', 'take']","['106', '0']",67633,67617,67653,P02_123
"['bin', 'open']","['36', '3']",67808,67799,67852,P02_123
"['skin', 'throw']","['48', '13']",67858,67852,67877,P02_123
"['juicer', 'put']","['106', '1']",68058,68027,68077,P02_123
"['juicer', 'take']","['106', '0']",4783,4762,4870,P02_123
"['cupboard', 'close']","['3', '4']",68108,68097,68174,P02_123
"['cupboard', 'close']","['3', '4']",68208,68179,68279,P02_123
"['knife', 'take']","['4', '0']",68583,68570,68622,P02_123
"['board:chopping', 'take']","['18', '0']",68608,68567,68608,P02_123
"['knife', 'insert']","['4', '5']",68720,68708,68749,P02_123
"['board:chopping', 'wash']","['18', '2']",68770,68745,68902,P02_123
"['tap', 'turn-on']","['0', '6']",68920,68902,68952,P02_123
"['board:chopping', 'wash']","['18', '2']",68958,68957,69032,P02_123
"['tap', 'turn-off']","['0', '8']",69033,69021,69060,P02_123
"['board:chopping', 'put']","['18', '1']",69108,69071,69187,P02_123
"['apron', 'remove']","['199', '12']",69583,69378,69699,P02_123
"['apron', 'put']","['199', '1']",69758,69608,69806,P02_123
"['juicer', 'put']","['106', '1']",4920,4893,4925,P02_123
"['oven', 'close']","['46', '4']",671,548,692,P02_123
"['lemon', 'take']","['105', '0']",5008,4985,5025,P02_123
"['lemon', 'squeeze']","['105', '18']",5058,5057,5263,P02_123
"['skin', 'put']","['48', '1']",6558,6518,6570,P02_123
"['lemon', 'take']","['105', '0']",6608,6575,6619,P02_123
