class,class_index,start_frame,stop_frame,video_id,point
CricketShot,6,3717,3747,video_validation_0000176,3739
CricketBowling,5,3789,3810,video_validation_0000176,3762
CricketShot,6,3801,3831,video_validation_0000176,3841
CricketBowling,5,3891,3921,video_validation_0000176,3890
CricketShot,6,3912,3957,video_validation_0000176,3974
CricketBowling,5,21,357,video_validation_0000177,253
CricketBowling,5,1986,2013,video_validation_0000177,2017
CricketBowling,5,2154,2175,video_validation_0000177,2157
CricketBowling,5,2235,2352,video_validation_0000177,2304
CricketBowling,5,2409,2541,video_validation_0000177,2472
CricketBowling,5,2559,2607,video_validation_0000177,2575
CricketBowling,5,357,450,video_validation_0000178,327
CricketShot,6,429,495,video_validation_0000178,489
CricketBowling,5,1044,1440,video_validation_0000178,1055
CricketBowling,5,1881,2037,video_validation_0000178,1852
CricketBowling,5,2148,2409,video_validation_0000178,2158
CricketBowling,5,2484,2580,video_validation_0000178,2522
CricketBowling,5,2604,2730,video_validation_0000178,2679
CricketBowling,5,2880,2931,video_validation_0000178,2869
CricketBowling,5,261,333,video_validation_0000179,230
CricketBowling,5,1158,1194,video_validation_0000179,1154
CricketShot,6,1173,1221,video_validation_0000179,1246
CricketBowling,5,1869,1905,video_validation_0000179,1905
CricketShot,6,1887,1917,video_validation_0000179,1910
CricketBowling,5,2196,2262,video_validation_0000179,2218
CricketShot,6,2226,2292,video_validation_0000179,2236
CricketBowling,5,2664,2688,video_validation_0000179,2643
CricketShot,6,2682,2700,video_validation_0000179,2663
CricketBowling,5,2742,2787,video_validation_0000179,2718
CricketBowling,5,3006,3048,video_validation_0000179,3065
CricketShot,6,3048,3108,video_validation_0000179,3119
CricketBowling,5,3162,3216,video_validation_0000179,3202
CricketBowling,5,3486,3510,video_validation_0000179,3456
CricketShot,6,3507,3528,video_validation_0000179,3555
CricketBowling,5,3597,3618,video_validation_0000179,3631
CricketBowling,5,4350,4371,video_validation_0000179,4332
CricketShot,6,4362,4389,video_validation_0000179,4338
CricketBowling,5,5112,5142,video_validation_0000179,5100
CricketShot,6,5121,5154,video_validation_0000179,5128
CricketBowling,5,6,45,video_validation_0000180,14
CricketBowling,5,57,120,video_validation_0000180,32
CricketBowling,5,165,183,video_validation_0000180,176
CricketBowling,5,252,282,video_validation_0000180,242
CricketBowling,5,438,468,video_validation_0000180,443
CricketShot,6,456,486,video_validation_0000180,490
CricketBowling,5,567,594,video_validation_0000180,603
CricketShot,6,588,627,video_validation_0000180,616
CricketBowling,5,684,705,video_validation_0000180,683
CricketShot,6,699,726,video_validation_0000180,695
CricketBowling,5,786,816,video_validation_0000180,833
CricketShot,6,810,837,video_validation_0000180,849
CricketBowling,5,879,909,video_validation_0000180,917
CricketBowling,5,918,939,video_validation_0000180,966
CricketShot,6,930,972,video_validation_0000180,988
CricketBowling,5,1044,1071,video_validation_0000180,1038
CricketShot,6,1071,1095,video_validation_0000180,1071
CricketBowling,5,1170,1203,video_validation_0000180,1173
CricketShot,6,1200,1239,video_validation_0000180,1227
CricketBowling,5,1437,1467,video_validation_0000180,1441
CricketShot,6,1464,1494,video_validation_0000180,1484
CricketBowling,5,1587,1623,video_validation_0000180,1589
CricketShot,6,1617,1656,video_validation_0000180,1627
CricketBowling,5,1710,1725,video_validation_0000180,1705
CricketShot,6,1725,1746,video_validation_0000180,1745
CricketBowling,5,1896,1914,video_validation_0000180,1919
CricketShot,6,1914,1941,video_validation_0000180,1938
CricketShot,6,2046,2079,video_validation_0000180,2095
CricketBowling,5,2130,2160,video_validation_0000180,2115
CricketShot,6,2160,2190,video_validation_0000180,2203
CricketBowling,5,2250,2268,video_validation_0000180,2241
CricketShot,6,2271,2298,video_validation_0000180,2310
CricketBowling,5,2439,2466,video_validation_0000180,2428
CricketShot,6,2457,2475,video_validation_0000180,2444
CricketShot,6,2610,2631,video_validation_0000180,2625
CricketBowling,5,2805,2823,video_validation_0000180,2789
CricketShot,6,2820,2847,video_validation_0000180,2800
CricketBowling,5,2952,2985,video_validation_0000180,2923
CricketShot,6,2985,3009,video_validation_0000180,3030
CricketShot,6,3066,3096,video_validation_0000180,3081
CricketBowling,5,3354,3378,video_validation_0000180,3382
CricketBowling,5,3474,3495,video_validation_0000180,3508
CricketShot,6,3483,3516,video_validation_0000180,3514
CricketBowling,5,3777,3801,video_validation_0000180,3754
CricketShot,6,3795,3822,video_validation_0000180,3838
CricketBowling,5,3948,3969,video_validation_0000180,3956
CricketShot,6,3963,3984,video_validation_0000180,3969
CricketBowling,5,4176,4206,video_validation_0000180,4149
CricketShot,6,4200,4236,video_validation_0000180,4182
CricketBowling,5,4440,4458,video_validation_0000180,4420
CricketShot,6,4452,4482,video_validation_0000180,4440
CricketBowling,5,4536,4554,video_validation_0000180,4559
CricketShot,6,4551,4572,video_validation_0000180,4579
CricketBowling,5,4596,4611,video_validation_0000180,4622
CricketShot,6,4605,4629,video_validation_0000180,4648
CricketBowling,5,4641,4656,video_validation_0000180,4649
CricketShot,6,4653,4677,video_validation_0000180,4652
CricketBowling,5,4794,4812,video_validation_0000180,4773
CricketShot,6,4803,4827,video_validation_0000180,4782
CricketBowling,5,4914,4932,video_validation_0000180,4939
CricketShot,6,4926,4953,video_validation_0000180,4940
CricketBowling,5,5046,5076,video_validation_0000180,5070
CricketShot,6,5073,5097,video_validation_0000180,5081
CricketBowling,5,5193,5211,video_validation_0000180,5204
CricketShot,6,5202,5220,video_validation_0000180,5223
CricketBowling,5,5373,5409,video_validation_0000180,5370
CricketShot,6,5400,5433,video_validation_0000180,5428
CricketBowling,5,5469,5502,video_validation_0000180,5464
CricketShot,6,5493,5517,video_validation_0000180,5502
CricketBowling,5,6012,6066,video_validation_0000180,6056
CricketShot,6,6054,6078,video_validation_0000180,6105
CricketBowling,5,6165,6192,video_validation_0000180,6154
CricketShot,6,6189,6213,video_validation_0000180,6182
CricketBowling,5,6444,6474,video_validation_0000180,6421
CricketShot,6,6474,6507,video_validation_0000180,6478
CricketBowling,5,69,93,video_validation_0000181,90
CricketShot,6,87,114,video_validation_0000181,123
CricketBowling,5,1599,1632,video_validation_0000181,1594
CricketShot,6,1623,1674,video_validation_0000181,1614
CricketBowling,5,2604,2646,video_validation_0000181,2624
CricketShot,6,2637,2673,video_validation_0000181,2696
CricketBowling,5,3534,3576,video_validation_0000181,3509
CricketShot,6,3570,3597,video_validation_0000181,3582
CricketBowling,5,4053,4077,video_validation_0000181,4076
CricketShot,6,4068,4110,video_validation_0000181,4112
CricketShot,6,228,255,video_validation_0000182,203
CricketShot,6,426,468,video_validation_0000182,486
CricketShot,6,837,876,video_validation_0000182,839
CricketShot,6,963,1026,video_validation_0000182,972
CricketShot,6,1359,1494,video_validation_0000182,1489
CricketShot,6,1611,1656,video_validation_0000182,1615
CricketShot,6,1704,1776,video_validation_0000182,1791
CricketShot,6,2127,2571,video_validation_0000182,2217
CricketShot,6,2691,2748,video_validation_0000182,2742
CricketShot,6,2799,2865,video_validation_0000182,2847
CricketShot,6,696,798,video_validation_0000183,775
CricketBowling,5,1896,1989,video_validation_0000183,1939
CricketShot,6,2031,2139,video_validation_0000183,2148
CricketBowling,5,24,54,video_validation_0000184,48
CricketShot,6,48,78,video_validation_0000184,76
CricketShot,6,657,726,video_validation_0000184,732
CricketShot,6,852,900,video_validation_0000184,840
CricketBowling,5,1035,1077,video_validation_0000184,1022
CricketShot,6,1056,1101,video_validation_0000184,1086
CricketBowling,5,1161,1200,video_validation_0000184,1132
CricketShot,6,1191,1218,video_validation_0000184,1167
CricketBowling,5,1452,1497,video_validation_0000184,1422
CricketShot,6,1485,1512,video_validation_0000184,1469
CricketBowling,5,1920,1959,video_validation_0000184,1904
CricketShot,6,1992,2064,video_validation_0000184,2000
CricketShot,6,2196,2274,video_validation_0000184,2277
CricketBowling,5,2526,2556,video_validation_0000184,2529
CricketShot,6,2526,2574,video_validation_0000184,2595
CricketBowling,5,3483,3519,video_validation_0000184,3529
CricketShot,6,3510,3534,video_validation_0000184,3551
CricketShot,6,3957,4014,video_validation_0000184,3954
CricketShot,6,4557,4671,video_validation_0000184,4643
CricketBowling,5,4701,4734,video_validation_0000184,4680
CricketShot,6,4722,4746,video_validation_0000184,4767
CricketBowling,5,4845,4872,video_validation_0000184,4875
CricketShot,6,4890,4932,video_validation_0000184,4942
CricketShot,6,1557,1653,video_validation_0000185,1588
CricketShot,6,1746,1803,video_validation_0000185,1746
CricketShot,6,483,495,video_validation_0000186,460
CricketShot,6,513,531,video_validation_0000186,536
CricketShot,6,636,657,video_validation_0000186,654
CricketShot,6,696,723,video_validation_0000186,678
CricketShot,6,954,981,video_validation_0000186,969
CricketShot,6,1248,1260,video_validation_0000186,1274
CricketShot,6,1395,1428,video_validation_0000186,1455
CricketShot,6,1545,1566,video_validation_0000186,1583
CricketShot,6,1758,1896,video_validation_0000186,1729
CricketShot,6,1992,2028,video_validation_0000186,2022
CricketShot,6,2061,2094,video_validation_0000186,2083
CricketShot,6,2124,2157,video_validation_0000186,2104
CricketShot,6,2202,2217,video_validation_0000186,2219
CricketShot,6,2235,2259,video_validation_0000186,2220
CricketShot,6,2301,2337,video_validation_0000186,2358
CricketBowling,5,666,699,video_validation_0000187,688
CricketShot,6,678,720,video_validation_0000187,738
CricketBowling,5,1065,1089,video_validation_0000187,1064
CricketShot,6,1140,1212,video_validation_0000187,1114
CricketShot,6,1305,1347,video_validation_0000187,1350
CricketShot,6,1377,1419,video_validation_0000187,1393
CricketBowling,5,1560,1611,video_validation_0000187,1579
CricketShot,6,1614,1641,video_validation_0000187,1632
CricketShot,6,1647,1710,video_validation_0000187,1674
CricketBowling,5,480,528,video_validation_0000188,510
CricketShot,6,528,552,video_validation_0000188,541
CricketShot,6,1086,1110,video_validation_0000188,1066
CricketShot,6,1290,1341,video_validation_0000188,1323
CricketBowling,5,1410,1452,video_validation_0000188,1424
CricketShot,6,1452,1473,video_validation_0000188,1458
CricketShot,6,2040,2085,video_validation_0000188,2058
CricketShot,6,2199,2286,video_validation_0000188,2242
CricketBowling,5,2547,2583,video_validation_0000188,2551
CricketShot,6,2568,2592,video_validation_0000188,2553
CricketShot,6,3111,3264,video_validation_0000188,3281
CricketBowling,5,3519,3591,video_validation_0000188,3550
CricketShot,6,3561,3600,video_validation_0000188,3576
CricketShot,6,3729,3789,video_validation_0000188,3739
CricketBowling,5,4209,4248,video_validation_0000188,4258
CricketShot,6,4230,4269,video_validation_0000188,4290
CricketBowling,5,4809,4887,video_validation_0000188,4807
CricketShot,6,4851,4896,video_validation_0000188,4920
CricketBowling,5,189,216,video_validation_0000189,221
CricketShot,6,201,243,video_validation_0000189,243
CricketBowling,5,795,825,video_validation_0000189,845
CricketShot,6,942,1053,video_validation_0000189,974
CricketBowling,5,1110,1152,video_validation_0000189,1140
CricketShot,6,1158,1197,video_validation_0000189,1164
CricketBowling,5,1749,1782,video_validation_0000189,1726
CricketShot,6,1770,1803,video_validation_0000189,1784
CricketBowling,5,2289,2313,video_validation_0000189,2276
CricketShot,6,2349,2424,video_validation_0000189,2357
CricketBowling,5,2556,2613,video_validation_0000189,2568
CricketShot,6,2607,2715,video_validation_0000189,2632
CricketBowling,5,3069,3093,video_validation_0000189,3051
CricketShot,6,3081,3111,video_validation_0000189,3110
CricketBowling,5,177,201,video_validation_0000190,218
CricketShot,6,201,219,video_validation_0000190,226
Diving,7,1146,1185,video_validation_0000201,1152
Diving,7,132,186,video_validation_0000202,194
Diving,7,834,1137,video_validation_0000202,961
Diving,7,1305,1383,video_validation_0000202,1284
Diving,7,1467,1536,video_validation_0000202,1490
Diving,7,1746,1878,video_validation_0000202,1826
Diving,7,2049,2100,video_validation_0000202,2101
Diving,7,2184,2244,video_validation_0000202,2197
Diving,7,2373,2418,video_validation_0000202,2358
Diving,7,2484,2598,video_validation_0000202,2573
Diving,7,2967,3051,video_validation_0000202,3057
Diving,7,3351,3414,video_validation_0000202,3380
Diving,7,3588,3666,video_validation_0000202,3602
Diving,7,3960,4053,video_validation_0000202,4076
Diving,7,4215,4251,video_validation_0000202,4188
Diving,7,4398,4461,video_validation_0000202,4414
Diving,7,4539,4590,video_validation_0000202,4557
Diving,7,4647,4698,video_validation_0000202,4670
Diving,7,4929,5073,video_validation_0000202,5020
Diving,7,5223,5280,video_validation_0000202,5252
Diving,7,5355,5457,video_validation_0000202,5479
Diving,7,5571,5649,video_validation_0000202,5576
Diving,7,204,429,video_validation_0000203,438
Diving,7,489,645,video_validation_0000203,510
Diving,7,1200,1314,video_validation_0000203,1308
Diving,7,1344,1443,video_validation_0000203,1437
Diving,7,2226,2319,video_validation_0000203,2289
Diving,7,3276,3327,video_validation_0000203,3318
Diving,7,3654,3723,video_validation_0000203,3656
Diving,7,3870,3918,video_validation_0000203,3936
Diving,7,4041,4086,video_validation_0000203,4049
Diving,7,4119,4188,video_validation_0000203,4168
Diving,7,4443,4488,video_validation_0000203,4513
Diving,7,4824,5037,video_validation_0000203,4992
Diving,7,303,459,video_validation_0000204,415
Diving,7,468,531,video_validation_0000204,452
Diving,7,579,642,video_validation_0000204,619
Diving,7,648,702,video_validation_0000204,691
Diving,7,762,825,video_validation_0000204,785
Diving,7,864,918,video_validation_0000204,879
Diving,7,930,990,video_validation_0000204,944
Diving,7,999,1083,video_validation_0000204,1085
Diving,7,1104,1188,video_validation_0000204,1119
Diving,7,1194,1281,video_validation_0000204,1176
Diving,7,1284,1347,video_validation_0000204,1359
Diving,7,1386,1518,video_validation_0000204,1467
Diving,7,1521,1575,video_validation_0000204,1526
Diving,7,1578,1635,video_validation_0000204,1617
Diving,7,1638,1695,video_validation_0000204,1665
Diving,7,1701,1758,video_validation_0000204,1783
Diving,7,1764,1815,video_validation_0000204,1804
Diving,7,1824,1869,video_validation_0000204,1843
Diving,7,1875,2016,video_validation_0000204,1917
Diving,7,2022,2085,video_validation_0000204,2055
Diving,7,2118,2196,video_validation_0000204,2158
Diving,7,2205,2256,video_validation_0000204,2198
Diving,7,2259,2322,video_validation_0000204,2288
Diving,7,2331,2508,video_validation_0000204,2467
Diving,7,2514,2709,video_validation_0000204,2708
Diving,7,2889,2934,video_validation_0000204,2863
Diving,7,2946,3006,video_validation_0000204,3004
Diving,7,3021,3081,video_validation_0000204,3027
Diving,7,3102,3189,video_validation_0000204,3133
Diving,7,3243,3450,video_validation_0000204,3231
Diving,7,3468,3519,video_validation_0000204,3514
Diving,7,3525,3585,video_validation_0000204,3526
Diving,7,3618,3666,video_validation_0000204,3625
Diving,7,3696,3747,video_validation_0000204,3692
Diving,7,3846,3906,video_validation_0000204,3864
Diving,7,3948,4020,video_validation_0000204,4043
Diving,7,4104,4161,video_validation_0000204,4180
Diving,7,4176,4227,video_validation_0000204,4246
Diving,7,4242,4302,video_validation_0000204,4313
Diving,7,4608,4674,video_validation_0000204,4595
Diving,7,4683,4743,video_validation_0000204,4684
Diving,7,4752,4821,video_validation_0000204,4768
Diving,7,4836,4908,video_validation_0000204,4894
Diving,7,4932,5004,video_validation_0000204,4984
Diving,7,5022,5112,video_validation_0000204,5105
Diving,7,5124,5235,video_validation_0000204,5152
Diving,7,5262,5325,video_validation_0000204,5329
Diving,7,5361,5430,video_validation_0000204,5442
Diving,7,5442,5499,video_validation_0000204,5516
Diving,7,5523,5610,video_validation_0000204,5581
Diving,7,5748,5805,video_validation_0000204,5726
Diving,7,5811,5862,video_validation_0000204,5823
Diving,7,5868,5928,video_validation_0000204,5844
Diving,7,5934,6087,video_validation_0000204,6046
Diving,7,6096,6261,video_validation_0000204,6184
Diving,7,6276,6432,video_validation_0000204,6373
Diving,7,6438,6612,video_validation_0000204,6580
Diving,7,6612,6696,video_validation_0000204,6710
Diving,7,6726,6798,video_validation_0000204,6775
Diving,7,6828,6882,video_validation_0000204,6804
Diving,7,6942,7014,video_validation_0000204,6940
Diving,7,7041,7095,video_validation_0000204,7098
Diving,7,7161,7212,video_validation_0000204,7136
Diving,7,7284,7341,video_validation_0000204,7273
Diving,7,7506,7560,video_validation_0000204,7533
Diving,7,7566,7638,video_validation_0000204,7627
Diving,7,7665,7725,video_validation_0000204,7670
Diving,7,7788,7851,video_validation_0000204,7772
Diving,7,7911,7956,video_validation_0000204,7954
Diving,7,7968,8073,video_validation_0000204,7962
Diving,7,8088,8178,video_validation_0000204,8167
Diving,7,8199,8289,video_validation_0000204,8196
Diving,7,8295,8376,video_validation_0000204,8318
Diving,7,8382,8436,video_validation_0000204,8463
Diving,7,8457,8511,video_validation_0000204,8506
Diving,7,8514,8568,video_validation_0000204,8521
Diving,7,8580,8640,video_validation_0000204,8644
Diving,7,8667,8724,video_validation_0000204,8725
Diving,7,1,96,video_validation_0000205,5
Diving,7,114,129,video_validation_0000205,84
Diving,7,150,339,video_validation_0000205,279
Diving,7,351,531,video_validation_0000205,453
Diving,7,564,738,video_validation_0000205,617
Diving,7,753,948,video_validation_0000205,949
Diving,7,960,1044,video_validation_0000205,1033
Diving,7,1056,1140,video_validation_0000205,1142
Diving,7,1173,1335,video_validation_0000205,1311
Diving,7,1338,1500,video_validation_0000205,1339
Diving,7,1512,1575,video_validation_0000205,1599
Diving,7,1602,1665,video_validation_0000205,1636
Diving,7,1698,1761,video_validation_0000205,1686
Diving,7,1788,1848,video_validation_0000205,1824
Diving,7,1896,1968,video_validation_0000205,1877
Diving,7,2043,2115,video_validation_0000205,2032
Diving,7,2178,2235,video_validation_0000205,2196
Diving,7,2280,2364,video_validation_0000205,2323
Diving,7,2397,2484,video_validation_0000205,2496
Diving,7,2514,2610,video_validation_0000205,2597
Diving,7,2637,2742,video_validation_0000205,2755
Diving,7,2814,2868,video_validation_0000205,2892
Diving,7,2922,3000,video_validation_0000205,2894
Diving,7,3042,3108,video_validation_0000205,3089
Diving,7,3150,3228,video_validation_0000205,3128
Diving,7,3291,3348,video_validation_0000205,3318
Diving,7,3366,3426,video_validation_0000205,3394
Diving,7,3462,3522,video_validation_0000205,3453
Diving,7,3576,3636,video_validation_0000205,3634
Diving,7,3675,3744,video_validation_0000205,3656
Diving,7,3786,4158,video_validation_0000205,4122
Diving,7,4200,4269,video_validation_0000205,4287
Diving,7,4293,4359,video_validation_0000205,4290
Diving,7,4392,4476,video_validation_0000205,4391
Diving,7,4494,4566,video_validation_0000205,4542
Diving,7,4590,4674,video_validation_0000205,4699
Diving,7,4713,4788,video_validation_0000205,4775
Diving,7,4815,4884,video_validation_0000205,4797
Diving,7,4905,4971,video_validation_0000205,4934
Diving,7,4998,5097,video_validation_0000205,5038
Diving,7,5151,5229,video_validation_0000205,5203
Diving,7,5244,5325,video_validation_0000205,5314
Diving,7,5346,5418,video_validation_0000205,5329
Diving,7,5466,5538,video_validation_0000205,5527
Diving,7,5562,5619,video_validation_0000205,5595
Diving,7,5652,5694,video_validation_0000205,5646
Diving,7,5745,5811,video_validation_0000205,5747
Diving,7,5853,5916,video_validation_0000205,5916
Diving,7,5928,5991,video_validation_0000205,5928
Diving,7,6027,6084,video_validation_0000205,6091
Diving,7,6111,6165,video_validation_0000205,6171
Diving,7,6216,6300,video_validation_0000205,6274
Diving,7,6324,6405,video_validation_0000205,6310
Diving,7,6417,6504,video_validation_0000205,6407
Diving,7,6549,6627,video_validation_0000205,6555
Diving,7,6648,6741,video_validation_0000205,6692
Diving,7,6807,6867,video_validation_0000205,6847
Diving,7,6882,6942,video_validation_0000205,6939
Diving,7,6978,7029,video_validation_0000205,7008
Diving,7,7050,7122,video_validation_0000205,7075
Diving,7,7149,7221,video_validation_0000205,7216
Diving,7,7266,7341,video_validation_0000205,7281
Diving,7,7404,7476,video_validation_0000205,7435
Diving,7,7485,7548,video_validation_0000205,7543
Diving,7,7566,7638,video_validation_0000205,7636
Diving,7,7650,7704,video_validation_0000205,7670
Diving,7,7734,7800,video_validation_0000205,7766
Diving,7,7821,7872,video_validation_0000205,7899
Diving,7,7902,7968,video_validation_0000205,7980
Diving,7,7998,8046,video_validation_0000205,8016
Diving,7,8061,8145,video_validation_0000205,8113
Diving,7,8160,8235,video_validation_0000205,8153
Diving,7,8268,8340,video_validation_0000205,8356
Diving,7,8352,8421,video_validation_0000205,8429
Diving,7,8445,8526,video_validation_0000205,8544
Diving,7,8556,8643,video_validation_0000205,8579
Diving,7,8655,8751,video_validation_0000205,8747
Diving,7,8784,8859,video_validation_0000205,8877
Diving,7,8886,8952,video_validation_0000205,8888
Diving,7,8967,9045,video_validation_0000205,9031
Diving,7,9051,9126,video_validation_0000205,9064
Diving,7,9147,9195,video_validation_0000205,9138
Diving,7,9216,9282,video_validation_0000205,9219
Diving,7,9297,9369,video_validation_0000205,9365
Diving,7,9390,9474,video_validation_0000205,9448
Diving,7,9510,9567,video_validation_0000205,9591
Diving,7,9588,9693,video_validation_0000205,9597
Diving,7,9717,9786,video_validation_0000205,9786
Diving,7,9801,9870,video_validation_0000205,9839
Diving,7,9909,9996,video_validation_0000205,9898
Diving,7,10017,10068,video_validation_0000205,10030
Diving,7,10077,10155,video_validation_0000205,10115
Diving,7,10167,10254,video_validation_0000205,10150
Diving,7,10284,10380,video_validation_0000205,10369
Diving,7,10392,10467,video_validation_0000205,10384
Diving,7,10482,10563,video_validation_0000205,10486
Diving,7,10599,10674,video_validation_0000205,10588
Diving,7,10695,10788,video_validation_0000205,10813
Diving,7,10815,10902,video_validation_0000205,10915
Diving,7,10914,11013,video_validation_0000205,10941
Diving,7,11019,11082,video_validation_0000205,11050
Diving,7,11109,11160,video_validation_0000205,11106
Diving,7,11181,11271,video_validation_0000205,11280
Diving,7,11331,11394,video_validation_0000205,11367
Diving,7,11406,11514,video_validation_0000205,11445
Diving,7,11538,11637,video_validation_0000205,11575
Diving,7,11991,12069,video_validation_0000205,12052
Diving,7,12231,12318,video_validation_0000205,12257
Diving,7,12351,12423,video_validation_0000205,12448
Diving,7,12453,12534,video_validation_0000205,12477
Diving,7,12561,12636,video_validation_0000205,12614
Diving,7,12675,12768,video_validation_0000205,12665
Diving,7,12795,12906,video_validation_0000205,12795
Diving,7,12942,13017,video_validation_0000205,12933
Diving,7,13041,13104,video_validation_0000205,13062
Diving,7,13128,13188,video_validation_0000205,13187
Diving,7,13257,13380,video_validation_0000205,13396
Diving,7,13476,13542,video_validation_0000205,13495
Diving,7,13650,13725,video_validation_0000205,13631
Diving,7,13806,13872,video_validation_0000205,13809
Diving,7,13965,14025,video_validation_0000205,14029
Diving,7,14067,14133,video_validation_0000205,14149
Diving,7,14166,14235,video_validation_0000205,14158
Diving,7,14268,14364,video_validation_0000205,14385
Diving,7,14373,14439,video_validation_0000205,14429
Diving,7,14463,14532,video_validation_0000205,14469
Diving,7,14565,14649,video_validation_0000205,14598
Diving,7,15438,15960,video_validation_0000205,15770
Diving,7,1,36,video_validation_0000206,13
Diving,7,36,66,video_validation_0000206,80
Diving,7,69,96,video_validation_0000206,123
Diving,7,99,123,video_validation_0000206,127
Diving,7,126,150,video_validation_0000206,134
Diving,7,153,177,video_validation_0000206,186
Diving,7,180,207,video_validation_0000206,209
Diving,7,210,246,video_validation_0000206,227
Diving,7,249,285,video_validation_0000206,256
Diving,7,285,321,video_validation_0000206,335
Diving,7,777,801,video_validation_0000206,749
Diving,7,855,921,video_validation_0000206,873
Diving,7,966,1017,video_validation_0000206,936
Diving,7,1023,1089,video_validation_0000206,1023
Diving,7,1143,1173,video_validation_0000206,1113
Diving,7,1227,1296,video_validation_0000206,1222
Diving,7,1485,1539,video_validation_0000206,1546
Diving,7,1569,1614,video_validation_0000206,1558
Diving,7,1671,1722,video_validation_0000206,1711
Diving,7,1785,1815,video_validation_0000206,1819
Diving,7,1863,1956,video_validation_0000206,1922
Diving,7,2019,2058,video_validation_0000206,2019
Diving,7,2103,2154,video_validation_0000206,2078
Diving,7,2184,2214,video_validation_0000206,2170
Diving,7,2277,2298,video_validation_0000206,2286
Diving,7,2349,2391,video_validation_0000206,2381
Diving,7,2457,2511,video_validation_0000206,2440
Diving,7,2556,2601,video_validation_0000206,2581
Diving,7,2622,2721,video_validation_0000206,2707
Diving,7,2781,2820,video_validation_0000206,2847
Diving,7,2880,2943,video_validation_0000206,2962
Diving,7,3003,3036,video_validation_0000206,3047
Diving,7,3042,3072,video_validation_0000206,3054
Diving,7,3078,3108,video_validation_0000206,3088
Diving,7,3183,3255,video_validation_0000206,3252
Diving,7,3327,3360,video_validation_0000206,3352
Diving,7,3393,3468,video_validation_0000206,3478
Diving,7,3660,3705,video_validation_0000206,3676
Diving,7,3765,3804,video_validation_0000206,3827
Diving,7,3825,3900,video_validation_0000206,3852
Diving,7,3951,3984,video_validation_0000206,3971
Diving,7,4029,4101,video_validation_0000206,4107
Diving,7,4140,4197,video_validation_0000206,4202
Diving,7,4242,4296,video_validation_0000206,4276
Diving,7,4335,4413,video_validation_0000206,4378
Diving,7,4467,4530,video_validation_0000206,4538
Diving,7,4599,4692,video_validation_0000206,4575
Diving,7,4758,4800,video_validation_0000206,4753
Diving,7,4899,4962,video_validation_0000206,4882
Diving,7,5037,5097,video_validation_0000206,5102
Diving,7,462,672,video_validation_0000207,578
Diving,7,1212,1362,video_validation_0000207,1266
Diving,7,2226,2340,video_validation_0000207,2275
Diving,7,2361,2418,video_validation_0000207,2421
Diving,7,2463,2556,video_validation_0000207,2475
Diving,7,3387,3483,video_validation_0000207,3437
Diving,7,3792,3990,video_validation_0000207,3928
Diving,7,4428,4557,video_validation_0000207,4478
Diving,7,804,891,video_validation_0000208,893
Diving,7,1008,1095,video_validation_0000208,1045
Diving,7,1101,1173,video_validation_0000208,1113
Diving,7,1185,1230,video_validation_0000208,1190
Diving,7,1260,1344,video_validation_0000208,1337
Diving,7,1380,1554,video_validation_0000208,1507
Diving,7,1566,1653,video_validation_0000208,1642
Diving,7,1710,1791,video_validation_0000208,1797
Diving,7,1869,1971,video_validation_0000208,1931
Diving,7,1995,2139,video_validation_0000208,2011
Diving,7,2181,2319,video_validation_0000208,2195
Diving,7,2382,2466,video_validation_0000208,2471
Diving,7,2481,2592,video_validation_0000208,2509
Diving,7,2640,2754,video_validation_0000208,2631
Diving,7,2787,2874,video_validation_0000208,2866
Diving,7,2928,3030,video_validation_0000208,2998
Diving,7,3078,3198,video_validation_0000208,3150
Diving,7,3228,3282,video_validation_0000208,3304
Diving,7,3390,3429,video_validation_0000208,3426
Diving,7,3432,3561,video_validation_0000208,3533
Diving,7,3582,3693,video_validation_0000208,3716
Diving,7,3717,3852,video_validation_0000208,3804
Diving,7,195,288,video_validation_0000209,168
Diving,7,515,638,video_validation_0000209,583
Diving,7,731,854,video_validation_0000209,719
Diving,7,914,1151,video_validation_0000209,1101
Diving,7,2233,2392,video_validation_0000209,2327
Diving,7,2598,2724,video_validation_0000209,2664
Diving,7,2757,2883,video_validation_0000209,2882
Diving,7,2931,3186,video_validation_0000209,3032
Diving,7,4316,4490,video_validation_0000209,4331
Diving,7,4687,4816,video_validation_0000209,4707
Diving,7,4861,5011,video_validation_0000209,5015
Diving,7,5047,5359,video_validation_0000209,5161
Diving,7,6399,6620,video_validation_0000209,6628
Diving,7,6848,6989,video_validation_0000209,6944
Diving,7,7064,7226,video_validation_0000209,7180
Diving,7,7277,7549,video_validation_0000209,7406
Diving,7,8964,9105,video_validation_0000209,8963
Diving,7,9977,10166,video_validation_0000209,10192
Diving,7,10780,10873,video_validation_0000209,10825
Diving,7,11032,11185,video_validation_0000209,11041
Diving,7,11230,11392,video_validation_0000209,11409
Diving,7,11449,11781,video_validation_0000209,11443
Diving,7,12908,12998,video_validation_0000209,13020
Diving,7,13711,13801,video_validation_0000209,13793
Diving,7,13966,14143,video_validation_0000209,13945
Diving,7,14182,14395,video_validation_0000209,14337
Diving,7,14416,14787,video_validation_0000209,14469
Diving,7,15848,16010,video_validation_0000209,15933
Diving,7,16055,16193,video_validation_0000209,16115
