class,class_index,point,start_frame,stop_frame,video_id
"['pie', 'take']","['137', '0']",2213,2105,2219,P02_116
"['pie', 'insert']","['137', '5']",2302,2228,2354,P02_116
"['pie', 'take']","['137', '0']",480,332,521,P02_116
"['pie', 'take']","['137', '0']",2359,2359,2483,P02_116
"['pie', 'insert']","['137', '5']",2534,2488,2586,P02_116
"['spatula', 'put']","['20', '1']",2632,2597,2642,P02_116
"['box', 'put']","['23', '1']",2714,2645,2721,P02_116
"['glove', 'wear']","['60', '68']",2839,2808,2915,P02_116
"['tray', 'take']","['35', '0']",2963,2915,2967,P02_116
"['tray', 'insert']","['35', '5']",2974,2971,3037,P02_116
"['tray', 'take']","['35', '0']",3079,3035,3095,P02_116
"['tray', 'insert']","['35', '5']",3099,3084,3132,P02_116
"['tray', 'take']","['35', '0']",3187,3169,3228,P02_116
"['pie', 'insert']","['137', '5']",520,517,567,P02_116
"['tray', 'insert']","['35', '5']",3288,3250,3320,P02_116
"['glove', 'remove']","['60', '12']",3368,3340,3384,P02_116
"['pie', 'take']","['137', '0']",630,572,682,P02_116
"['pie', 'insert']","['137', '5']",717,687,762,P02_116
"['pie', 'take']","['137', '0']",793,766,856,P02_116
"['pie', 'insert']","['137', '5']",861,861,926,P02_116
"['pie', 'take']","['137', '0']",996,931,1026,P02_116
"['pie', 'insert']","['137', '5']",1186,1022,1197,P02_116
"['plate', 'put']","['2', '1']",298,212,367,P02_118
"['bowl', 'take']","['7', '0']",416,401,470,P02_118
"['package', 'open']","['26', '3']",1868,1207,2095,P02_118
"['drawer', 'open']","['8', '3']",15531,15508,15535,P02_118
"['drawer', 'insert']","['8', '5']",15573,15558,15578,P02_118
"['spoon', 'insert']","['1', '5']",15594,15582,15606,P02_118
"['drawer', 'close']","['8', '4']",15618,15605,15646,P02_118
"['knife', 'take']","['4', '0']",15747,15721,15766,P02_118
"['cutlery', 'take']","['58', '0']",15775,15771,15895,P02_118
"['drawer', 'open']","['8', '3']",16047,16024,16077,P02_118
"['spoon', 'put']","['1', '1']",16087,16078,16258,P02_118
"['fork', 'put']","['14', '1']",16284,16254,16332,P02_118
"['knife', 'put']","['4', '1']",16330,16330,16377,P02_118
"['butter', 'cut']","['78', '7']",2096,2084,2998,P02_118
"['drawer', 'close']","['8', '4']",16458,16420,16460,P02_118
"['presser', 'take']","['172', '0']",16615,16568,16617,P02_118
"['drawer', 'open']","['8', '3']",16664,16649,16709,P02_118
"['presser', 'insert']","['172', '5']",16730,16708,16733,P02_118
"['drawer', 'close']","['8', '4']",16741,16740,16762,P02_118
"['grater', 'take']","['96', '0']",16847,16818,16865,P02_118
"['cupboard', 'open']","['3', '3']",16907,16898,16938,P02_118
"['grater', 'insert']","['96', '5']",16978,16945,17012,P02_118
"['cupboard', 'close']","['3', '4']",17042,17020,17050,P02_118
"['knife', 'take']","['4', '0']",17085,17062,17086,P02_118
"['butter', 'cut']","['78', '7']",3267,3204,3702,P02_118
"['knife', 'put']","['4', '1']",17117,17105,17183,P02_118
"['bowl', 'take']","['7', '0']",17233,17203,17286,P02_118
"['cupboard', 'open']","['3', '3']",17359,17327,17375,P02_118
"['bowl', 'insert']","['7', '5']",17397,17380,17491,P02_118
"['cupboard', 'close']","['3', '4']",17508,17490,17566,P02_118
"['apron', 'take']","['199', '0']",17758,17718,17819,P02_118
"['apron', 'wear']","['199', '68']",17961,17900,18001,P02_118
"['apron', 'wrap']","['199', '36']",18281,18024,18356,P02_118
"['glove', 'wear']","['60', '68']",18450,18361,18576,P02_118
"['colander', 'take']","['39', '0']",18601,18597,18640,P02_118
"['butter', 'put']","['78', '1']",3908,3689,4001,P02_118
"['bin', 'open']","['36', '3']",18795,18775,18820,P02_118
"['colander', 'empty']","['39', '20']",18989,18825,19039,P02_118
"['bin', 'close']","['36', '4']",19053,19044,19103,P02_118
"['tap', 'turn-on']","['0', '6']",19185,19163,19216,P02_118
"['colander', 'wash']","['39', '2']",19398,19221,19804,P02_118
"['sponge', 'take']","['9', '0']",19801,19777,19825,P02_118
"['sponge', 'wash']","['9', '2']",19906,19842,19918,P02_118
"['tap', 'turn-off']","['0', '8']",19976,19923,20001,P02_118
"['liquid:washing', 'take']","['22', '0']",20031,20024,20071,P02_118
"['liquid:washing', 'pour']","['22', '9']",20136,20076,20157,P02_118
"['butter', 'divide']","['78', '52']",4378,3987,4394,P02_118
"['liquid:washing', 'put']","['22', '1']",20155,20152,20200,P02_118
"['colander', 'wash']","['39', '2']",20414,20284,21296,P02_118
"['tap', 'turn-on']","['0', '6']",21320,21300,21353,P02_118
"['colander', 'wash']","['39', '2']",21391,21349,21843,P02_118
"['tap', 'turn-off']","['0', '8']",21868,21848,21878,P02_118
"['colander', 'put']","['39', '1']",21964,21877,22061,P02_118
"['juicer', 'take']","['106', '0']",22058,22054,22084,P02_118
"['juicer', 'wash']","['106', '2']",22114,22085,22200,P02_118
"['tap', 'turn-on']","['0', '6']",22233,22185,22250,P02_118
"['juicer', 'wash']","['106', '2']",22312,22245,22376,P02_118
"['butter', 'wrap']","['78', '36']",4511,4417,4551,P02_118
"['tap', 'turn-off']","['0', '8']",22370,22365,22416,P02_118
"['juicer', 'put']","['106', '1']",22442,22432,22483,P02_118
"['juicer', 'take']","['106', '0']",22496,22471,22514,P02_118
"['juicer', 'wash']","['106', '2']",22569,22515,22713,P02_118
"['tap', 'turn-on']","['0', '6']",22746,22712,22785,P02_118
"['juicer', 'wash']","['106', '2']",22818,22784,22983,P02_118
"['tap', 'turn-off']","['0', '8']",23013,22988,23018,P02_118
"['juicer', 'put']","['106', '1']",23035,23029,23077,P02_118
"['tray', 'take']","['35', '0']",23109,23081,23115,P02_118
"['tray', 'wash']","['35', '2']",23291,23125,23613,P02_118
"['knife', 'put']","['4', '1']",4542,4530,4569,P02_118
"['tap', 'turn-on']","['0', '6']",23718,23673,23727,P02_118
"['tray', 'wash']","['35', '2']",24096,23730,24195,P02_118
"['tap', 'turn-off']","['0', '8']",24199,24196,24236,P02_118
"['tray', 'put']","['35', '1']",24281,24267,24351,P02_118
"['sink', 'take']","['63', '0']",24441,24375,24448,P02_118
"['tray', 'wash']","['35', '2']",24898,24453,25133,P02_118
"['tap', 'turn-on']","['0', '6']",25160,25145,25192,P02_118
"['tap', 'turn-off']","['0', '8']",26019,25986,26023,P02_118
"['tray', 'put']","['35', '1']",26098,26056,26203,P02_118
"['sink', 'take']","['63', '0']",26292,26250,26320,P02_118
"['fridge', 'open']","['12', '3']",4811,4787,4839,P02_118
"['tray', 'wash']","['35', '2']",26898,26322,27076,P02_118
"['tap', 'turn-on']","['0', '6']",27126,27079,27151,P02_118
"['tray', 'wash']","['35', '2']",27517,27156,27561,P02_118
"['tap', 'turn-off']","['0', '8']",27577,27564,27597,P02_118
"['sponge', 'take']","['9', '0']",27617,27605,27619,P02_118
"['tap', 'turn-on']","['0', '6']",27710,27625,27723,P02_118
"['sponge', 'wash']","['9', '2']",27745,27717,27758,P02_118
"['sponge', 'squeeze']","['9', '18']",27810,27751,27851,P02_118
"['tap', 'turn-off']","['0', '8']",27869,27856,27895,P02_118
"['liquid:washing', 'take']","['22', '0']",27979,27968,27996,P02_118
"['butter', 'put']","['78', '1']",4859,4831,4870,P02_118
"['liquid:washing', 'pour']","['22', '9']",28043,27968,28079,P02_118
"['liquid:washing', 'put']","['22', '1']",28107,28084,28131,P02_118
"['tray', 'wash']","['35', '2']",28282,28131,28743,P02_118
"['tap', 'turn-on']","['0', '6']",28792,28791,28826,P02_118
"['tray', 'wash']","['35', '2']",28866,28826,29511,P02_118
"['tap', 'turn-off']","['0', '8']",29525,29515,29562,P02_118
"['tray', 'put']","['35', '1']",29649,29585,29654,P02_118
"['sink', 'empty']","['63', '20']",30133,29697,30689,P02_118
"['plate', 'take']","['2', '0']",30694,30682,30722,P02_118
"['sponge', 'take']","['9', '0']",30752,30741,30764,P02_118
"['fridge', 'close']","['12', '4']",4913,4871,4917,P02_118
"['plate', 'wash']","['2', '2']",30913,30761,30968,P02_118
"['sponge', 'put']","['9', '1']",30983,30970,30995,P02_118
"['tap', 'turn-on']","['0', '6']",31011,31001,31037,P02_118
"['plate', 'wash']","['2', '2']",31078,31034,31214,P02_118
"['tap', 'turn-off']","['0', '8']",31235,31219,31249,P02_118
"['plate', 'put']","['2', '1']",31289,31254,31311,P02_118
"['sponge', 'take']","['9', '0']",31317,31316,31340,P02_118
"['liquid:washing', 'take']","['22', '0']",31380,31339,31381,P02_118
"['liquid:washing', 'pour']","['22', '9']",31390,31381,31447,P02_118
"['liquid:washing', 'put']","['22', '1']",31458,31451,31497,P02_118
"['bowl', 'put']","['7', '1']",639,565,657,P02_118
"['bag', 'move']","['19', '11']",5062,4989,5064,P02_118
"['sponge', 'squeeze']","['9', '18']",31488,31463,31511,P02_118
"['cup', 'take']","['13', '0']",31546,31514,31551,P02_118
"['cup', 'wash']","['13', '2']",31667,31554,31720,P02_118
"['sponge', 'put']","['9', '1']",31728,31720,31742,P02_118
"['tap', 'turn-on']","['0', '6']",31786,31745,31802,P02_118
"['cup', 'wash']","['13', '2']",31981,31802,32032,P02_118
"['tap', 'turn-off']","['0', '8']",32049,32022,32065,P02_118
"['cup', 'put']","['13', '1']",32107,32083,32130,P02_118
"['cup', 'take']","['13', '0']",32181,32156,32185,P02_118
"['tap', 'turn-on']","['0', '6']",32227,32203,32271,P02_118
"['jar', 'move']","['40', '11']",5073,5068,5168,P02_118
"['cup', 'fill']","['13', '26']",32300,32214,32319,P02_118
"['tap', 'turn-off']","['0', '8']",32324,32307,32332,P02_118
"['cup', 'insert']","['13', '5']",32338,32337,32364,P02_118
"['glass', 'take']","['10', '0']",32396,32376,32408,P02_118
"['tap', 'turn-on']","['0', '6']",32435,32412,32458,P02_118
"['glass', 'wash']","['10', '2']",32479,32462,32528,P02_118
"['sponge', 'take']","['9', '0']",32535,32529,32542,P02_118
"['glass', 'wash']","['10', '2']",32557,32552,32892,P02_118
"['sponge', 'put']","['9', '1']",32894,32891,32915,P02_118
"['tap', 'turn-on']","['0', '6']",32968,32920,32973,P02_118
"['lid', 'remove']","['6', '12']",5259,5203,5283,P02_118
"['glass', 'wash']","['10', '2']",33078,32965,33292,P02_118
"['tap', 'turn-off']","['0', '8']",33315,33293,33332,P02_118
"['glass', 'put']","['10', '1']",33464,33337,33467,P02_118
"['sponge', 'take']","['9', '0']",33503,33472,33509,P02_118
"['cup', 'take']","['13', '0']",33532,33514,33550,P02_118
"['cup', 'wash']","['13', '2']",33539,33533,33748,P02_118
"['sponge', 'put']","['9', '1']",33765,33747,33776,P02_118
"['tap', 'turn-on']","['0', '6']",33776,33770,33818,P02_118
"['cup', 'wash']","['13', '2']",33926,33817,33956,P02_118
"['tap', 'turn-off']","['0', '8']",34057,33961,34090,P02_118
"['blender', 'take']","['82', '0']",5329,5288,5392,P02_118
"['cup', 'put']","['13', '1']",34155,34100,34175,P02_118
"['cloth', 'take']","['17', '0']",34281,34253,34305,P02_118
"['top', 'wash']","['42', '2']",34391,34308,34525,P02_118
"['bottle', 'adjust']","['15', '17']",34581,34532,34594,P02_118
"['plate', 'take']","['2', '0']",34658,34613,34668,P02_118
"['tap', 'turn-on']","['0', '6']",34677,34670,34711,P02_118
"['plate', 'put']","['2', '1']",34731,34708,34743,P02_118
"['colander', 'take']","['39', '0']",34753,34748,34780,P02_118
"['colander', 'put']","['39', '1']",34845,34843,34884,P02_118
"['colander', 'take']","['39', '0']",34926,34880,34941,P02_118
"['blender', 'attach']","['82', '64']",5744,5389,5881,P02_118
"['bin', 'open']","['36', '3']",35009,35006,35039,P02_118
"['colander', 'empty']","['39', '20']",35210,35059,35779,P02_118
"['bin', 'close']","['36', '4']",35815,35793,35824,P02_118
"['colander', 'put']","['39', '1']",35918,35886,35924,P02_118
"['plate', 'take']","['2', '0']",35938,35938,35965,P02_118
"['tap', 'turn-on']","['0', '6']",35991,35980,36017,P02_118
"['water', 'fill']","['27', '26']",36073,36022,36085,P02_118
"['tap', 'turn-off']","['0', '8']",36077,36060,36095,P02_118
"['plate', 'insert']","['2', '5']",36105,36100,36124,P02_118
"['cup', 'take']","['13', '0']",36163,36135,36177,P02_118
"['lid', 'remove']","['6', '12']",6067,5950,6091,P02_118
"['tap', 'turn-on']","['0', '6']",36056,36050,36086,P02_118
"['cup', 'fill']","['13', '26']",36202,36187,36252,P02_118
"['tap', 'turn-off']","['0', '8']",36269,36255,36272,P02_118
"['sponge', 'take']","['9', '0']",36274,36274,36292,P02_118
"['cup', 'wash']","['13', '2']",36319,36296,36452,P02_118
"['sponge', 'put']","['9', '1']",36455,36450,36472,P02_118
"['tap', 'turn-on']","['0', '6']",36511,36476,36514,P02_118
"['cup', 'wash']","['13', '2']",36566,36523,36651,P02_118
"['tap', 'turn-off']","['0', '8']",36680,36679,36714,P02_118
"['cup', 'put']","['13', '1']",36757,36732,36821,P02_118
"['lid', 'put']","['6', '1']",6141,6092,6221,P02_118
"['glass', 'take']","['10', '0']",36862,36832,36875,P02_118
"['tap', 'turn-on']","['0', '6']",36925,36885,36929,P02_118
"['glass', 'fill']","['10', '26']",36987,36931,36989,P02_118
"['tap', 'turn-off']","['0', '8']",36999,36979,37015,P02_118
"['glass', 'insert']","['10', '5']",37039,37013,37047,P02_118
"['glass', 'take']","['10', '0']",37068,37032,37082,P02_118
"['tap', 'turn-on']","['0', '6']",37112,37087,37117,P02_118
"['glass', 'fill']","['10', '26']",37149,37094,37165,P02_118
"['tap', 'turn-off']","['0', '8']",37172,37159,37175,P02_118
"['glass', 'insert']","['10', '5']",37212,37197,37237,P02_118
"['bag', 'take']","['19', '0']",6242,6215,6249,P02_118
"['cup', 'take']","['13', '0']",37260,37214,37262,P02_118
"['tap', 'turn-on']","['0', '6']",37248,37246,37279,P02_118
"['cup', 'fill']","['13', '26']",37322,37286,37338,P02_118
"['tap', 'turn-off']","['0', '8']",37346,37335,37365,P02_118
"['cup', 'insert']","['13', '5']",37383,37359,37410,P02_118
"['cup', 'take']","['13', '0']",37415,37400,37442,P02_118
"['tap', 'turn-on']","['0', '6']",37446,37441,37464,P02_118
"['cup', 'fill']","['13', '26']",37519,37456,37525,P02_118
"['tap', 'turn-off']","['0', '8']",37550,37528,37552,P02_118
"['cup', 'insert']","['13', '5']",37581,37557,37589,P02_118
"['scissors', 'take']","['79', '0']",6402,6366,6409,P02_118
"['top', 'wash']","['42', '2']",37658,37592,37794,P02_118
"['plate', 'move']","['2', '11']",37833,37797,37862,P02_118
"['glove', 'remove']","['60', '12']",37938,37877,38015,P02_118
"['knife', 'take']","['4', '0']",38198,38160,38215,P02_118
"['butter', 'check']","['78', '24']",38276,38227,38319,P02_118
"['knife', 'put']","['4', '1']",38357,38332,38368,P02_118
"['bag', 'take']","['19', '0']",38475,38384,38610,P02_118
"['bin', 'open']","['36', '3']",38720,38692,38724,P02_118
"['bag', 'throw']","['19', '13']",38726,38718,38737,P02_118
"['bin', 'close']","['36', '4']",38759,38742,38774,P02_118
"['bag', 'open']","['19', '3']",6563,6484,6627,P02_118
"['drawer', 'open']","['8', '3']",736,646,749,P02_118
"['scissors', 'put']","['79', '1']",6646,6612,6662,P02_118
"['nut', 'pour']","['133', '9']",6774,6664,6795,P02_118
"['lid', 'take']","['6', '0']",6824,6801,6884,P02_118
"['blender', 'wrap']","['82', '36']",6999,6877,7128,P02_118
"['blender', 'turn-on']","['82', '6']",7228,7133,7366,P02_118
"['blender', 'turn-off']","['82', '8']",7425,7362,7518,P02_118
"['lid', 'remove']","['6', '12']",7691,7680,7759,P02_118
"['nut', 'pour']","['133', '9']",7764,7761,7935,P02_118
"['lid', 'put']","['6', '1']",7965,7939,8011,P02_118
"['bag', 'take']","['19', '0']",8018,8014,8065,P02_118
"['knife', 'take']","['4', '0']",798,752,827,P02_118
"['scissors', 'take']","['79', '0']",8048,8043,8067,P02_118
"['bag', 'open']","['19', '3']",8091,8071,8134,P02_118
"['scissors', 'put']","['79', '1']",8162,8140,8177,P02_118
"['nut', 'pour']","['133', '9']",8397,8176,8494,P02_118
"['bag', 'put']","['19', '1']",8514,8487,8563,P02_118
"['lid', 'take']","['6', '0']",8572,8566,8636,P02_118
"['blender', 'wrap']","['82', '36']",8708,8625,8712,P02_118
"['blender', 'turn-on']","['82', '6']",8800,8704,8801,P02_118
"['blender', 'turn-off']","['82', '8']",9278,9185,9302,P02_118
"['lid', 'remove']","['6', '12']",9474,9298,9601,P02_118
"['drawer', 'close']","['8', '4']",860,832,861,P02_118
"['cover', 'open']","['89', '3']",9704,9583,9730,P02_118
"['drawer', 'open']","['8', '3']",9809,9809,9864,P02_118
"['knife', 'take']","['4', '0']",9878,9860,9893,P02_118
"['drawer', 'close']","['8', '4']",9904,9895,9929,P02_118
"['mixture', 'mix']","['71', '10']",10097,10001,10242,P02_118
"['cover', 'close']","['89', '4']",10284,10240,10294,P02_118
"['lid', 'take']","['6', '0']",10314,10305,10338,P02_118
"['blender', 'wrap']","['82', '36']",10419,10343,10446,P02_118
"['blender', 'turn-on']","['82', '6']",10629,10451,10671,P02_118
"['blender', 'turn-off']","['82', '8']",10792,10659,10904,P02_118
"['fridge', 'open']","['12', '3']",905,861,956,P02_118
"['lid', 'remove']","['6', '12']",11063,10961,11072,P02_118
"['knife', 'take']","['4', '0']",11108,11077,11110,P02_118
"['cover', 'open']","['89', '3']",11151,11123,11156,P02_118
"['nut', 'mix']","['133', '10']",11401,11160,11479,P02_118
"['cover', 'close']","['89', '4']",11526,11484,11533,P02_118
"['knife', 'put']","['4', '1']",11504,11500,11547,P02_118
"['lid', 'take']","['6', '0']",11559,11550,11585,P02_118
"['blender', 'wrap']","['82', '36']",11608,11580,11627,P02_118
"['blender', 'turn-on']","['82', '6']",11940,11646,11957,P02_118
"['blender', 'turn-off']","['82', '8']",11960,11936,12022,P02_118
"['butter', 'take']","['78', '0']",933,906,1023,P02_118
"['lid', 'remove']","['6', '12']",12097,12055,12099,P02_118
"['knife', 'take']","['4', '0']",12138,12122,12184,P02_118
"['nut', 'mix']","['133', '10']",12344,12188,12431,P02_118
"['knife', 'put']","['4', '1']",12469,12436,12483,P02_118
"['lid', 'put']","['6', '1']",12576,12486,12631,P02_118
"['pan', 'take']","['5', '0']",12804,12748,12821,P02_118
"['pan', 'take']","['5', '0']",12878,12807,12893,P02_118
"['pan', 'put']","['5', '1']",12946,12913,12967,P02_118
"['pan', 'put']","['5', '1']",12978,12971,13022,P02_118
"['bowl', 'take']","['7', '0']",13113,13109,13169,P02_118
"['fridge', 'close']","['12', '4']",1114,1016,1116,P02_118
"['bowl', 'put']","['7', '1']",13480,13250,13483,P02_118
"['cover', 'take']","['89', '0']",13571,13533,13612,P02_118
"['cover', 'put']","['89', '1']",13634,13606,13841,P02_118
"['cover', 'lock']","['89', '86']",13860,13822,13869,P02_118
"['plate', 'take']","['2', '0']",13964,13953,14007,P02_118
"['plate', 'take']","['2', '0']",14060,14034,14076,P02_118
"['plate', 'take']","['2', '0']",14165,14122,14188,P02_118
"['cupboard', 'open']","['3', '3']",14277,14259,14297,P02_118
"['plate', 'insert']","['2', '5']",14460,14313,14500,P02_118
"['cup', 'take']","['13', '0']",14590,14563,14622,P02_118
"['butter', 'put']","['78', '1']",1207,1109,1216,P02_118
"['cupboard', 'open']","['3', '3']",14659,14630,14684,P02_118
"['cup', 'insert']","['13', '5']",14710,14682,14721,P02_118
"['glass', 'take']","['10', '0']",14766,14765,14804,P02_118
"['glass', 'insert']","['10', '5']",14808,14803,14836,P02_118
"['cupboard', 'close']","['3', '4']",14853,14841,14891,P02_118
"['plate', 'take']","['2', '0']",14918,14887,14937,P02_118
"['plate', 'insert']","['2', '5']",15109,14938,15144,P02_118
"['cupboard', 'close']","['3', '4']",15259,15222,15263,P02_118
"['tongs', 'take']","['142', '0']",15353,15340,15401,P02_118
"['spoon', 'take']","['1', '0']",15419,15388,15425,P02_118
"['paper', 'put']","['49', '1']",180,156,189,P02_119
"['cupboard', 'open']","['3', '3']",269,209,272,P02_119
"['glass', 'put']","['10', '1']",1706,1694,1738,P02_119
"['drawer', 'open']","['8', '3']",1829,1805,1851,P02_119
"['spoon', 'take']","['1', '0']",1865,1864,1914,P02_119
"['drawer', 'close']","['8', '4']",1942,1913,1943,P02_119
"['bowl', 'hold']","['7', '34']",1996,1977,2000,P02_119
"['butter', 'crush']","['78', '49']",2211,2003,2331,P02_119
"['glass', 'take']","['10', '0']",299,277,330,P02_119
"['cupboard', 'close']","['3', '4']",350,329,366,P02_119
"['glass', 'put']","['10', '1']",430,368,488,P02_119
"['jar', 'open']","['40', '3']",527,517,577,P02_119
"['sugar', 'pour']","['102', '9']",1304,728,1315,P02_119
"['jar', 'put']","['40', '1']",1298,1267,1380,P02_119
"['glass', 'take']","['10', '0']",1407,1384,1427,P02_119
"['sugar', 'pour']","['102', '9']",1426,1425,1575,P02_119
"['lid', 'take']","['6', '0']",66,66,96,P02_11
"['lid', 'put']","['6', '1']",103,97,136,P02_11
"['fork', 'take']","['14', '0']",899,878,911,P02_11
"['meat', 'take']","['28', '0']",966,921,973,P02_11
"['meat', 'eat']","['28', '35']",1035,1021,1115,P02_11
"['fork', 'put']","['14', '1']",1141,1117,1146,P02_11
"['pan', 'hold']","['5', '34']",1215,1181,1253,P02_11
"['spoon', 'take']","['1', '0']",1265,1249,1285,P02_11
"['meat', 'mix']","['28', '10']",1324,1288,1360,P02_11
"['spoon', 'put']","['1', '1']",1372,1368,1395,P02_11
"['oven', 'turn-off']","['46', '8']",1422,1391,1441,P02_11
"['pan', 'move']","['5', '11']",1487,1439,1505,P02_11
"['spoon', 'take']","['1', '0']",152,139,179,P02_11
"['pan', 'hold']","['5', '34']",197,182,206,P02_11
"['meat', 'mix']","['28', '10']",206,197,245,P02_11
"['pan', 'hold']","['5', '34']",250,242,257,P02_11
"['meat', 'mix']","['28', '10']",504,468,565,P02_11
"['meat', 'mix']","['28', '10']",665,516,778,P02_11
"['alarm', 'set']","['111', '53']",837,798,852,P02_11
"['spoon', 'put']","['1', '1']",877,855,891,P02_11
"['bowl', 'hold']","['7', '34']",193,167,224,P02_120
"['butter', 'mix']","['78', '10']",263,166,2191,P02_120
"['egg', 'break']","['53', '30']",2946,2838,2951,P02_120
"['spoon', 'hold']","['1', '34']",17537,17196,17700,P02_120
"['spoon', 'insert']","['1', '5']",18066,18040,18092,P02_120
"['blender', 'turn-off']","['82', '8']",18843,18823,18844,P02_120
"['blender', 'put']","['82', '1']",18864,18847,18891,P02_120
"['recipe', 'check']","['149', '24']",19030,19011,19084,P02_120
"['lid', 'remove']","['6', '12']",19149,19139,19190,P02_120
"['blender', 'unlock']","['82', '91']",19190,19187,19277,P02_120
"['blender', 'take']","['82', '0']",19275,19271,19305,P02_120
"['cover', 'remove']","['89', '12']",19319,19307,19343,P02_120
"['cover', 'put']","['89', '1']",19425,19419,19477,P02_120
"['bin', 'open']","['36', '3']",3017,2982,3035,P02_120
"['nut', 'pour']","['133', '9']",19812,19543,19904,P02_120
"['blender', 'turn-on']","['82', '6']",19561,19525,19585,P02_120
"['food', 'mix']","['34', '10']",19599,19575,20182,P02_120
"['nut', 'pour']","['133', '9']",20250,20139,20297,P02_120
"['food', 'mix']","['34', '10']",20579,20297,20920,P02_120
"['blender', 'turn-off']","['82', '8']",20959,20901,20971,P02_120
"['blender', 'put']","['82', '1']",21116,21012,21124,P02_120
"['blender', 'turn']","['82', '23']",21157,21112,21183,P02_120
"['blender', 'shake']","['82', '15']",21334,21177,21814,P02_120
"['blender', 'put']","['82', '1']",22076,22022,22107,P02_120
"['shell:egg', 'throw']","['141', '13']",3050,3040,3073,P02_120
"['blender', 'take']","['82', '0']",22283,22223,22285,P02_120
"['blender', 'turn-on']","['82', '6']",22270,22232,22301,P02_120
"['food', 'mix']","['34', '10']",23078,22303,23592,P02_120
"['blender', 'turn-off']","['82', '8']",23579,23579,23612,P02_120
"['blender', 'put']","['82', '1']",23628,23590,23641,P02_120
"['bag', 'take']","['19', '0']",23750,23746,23793,P02_120
"['bag', 'open']","['19', '3']",23915,23798,23940,P02_120
"['flour', 'pour']","['75', '9']",24018,23928,24395,P02_120
"['bag', 'close']","['19', '4']",24667,24392,24679,P02_120
"['bag', 'put']","['19', '1']",24674,24658,24707,P02_120
"['bin', 'close']","['36', '4']",3082,3073,3091,P02_120
"['jar', 'move']","['40', '11']",24813,24736,24820,P02_120
"['blender', 'take']","['82', '0']",24781,24750,24785,P02_120
"['blender', 'turn-on']","['82', '6']",24777,24776,24797,P02_120
"['glass', 'take']","['10', '0']",24796,24794,24813,P02_120
"['flour', 'pour']","['75', '9']",24823,24798,24891,P02_120
"['food', 'mix']","['34', '10']",24960,24892,25337,P02_120
"['flour', 'pour']","['75', '9']",25373,25338,25413,P02_120
"['food', 'mix']","['34', '10']",25667,25410,25768,P02_120
"['flour', 'pour']","['75', '9']",25812,25749,25856,P02_120
"['food', 'mix']","['34', '10']",26077,25851,26149,P02_120
"['bowl', 'hold']","['7', '34']",3113,3103,3130,P02_120
"['glass', 'put']","['10', '1']",26156,26149,26217,P02_120
"['bowl', 'hold']","['7', '34']",26218,26215,26245,P02_120
"['blender', 'turn-off']","['82', '8']",26335,26308,26353,P02_120
"['blender', 'turn-on']","['82', '6']",26493,26473,26520,P02_120
"['food', 'mix']","['34', '10']",26734,26525,26820,P02_120
"['blender', 'turn-off']","['82', '8']",26830,26826,26983,P02_120
"['blender', 'turn-on']","['82', '6']",27192,26972,27199,P02_120
"['blender', 'turn-off']","['82', '8']",27194,27177,27225,P02_120
"['cloth', 'take']","['17', '0']",27249,27222,27254,P02_120
"['flour', 'pour']","['75', '9']",27357,27268,27379,P02_120
"['egg', 'mix']","['53', '10']",3891,3134,4208,P02_120
"['glass', 'put']","['10', '1']",27498,27475,27527,P02_120
"['blender', 'turn-on']","['82', '6']",27514,27400,27522,P02_120
"['food', 'mix']","['34', '10']",27555,27545,27927,P02_120
"['blender', 'turn-off']","['82', '8']",27919,27918,27949,P02_120
"['blender', 'turn-on']","['82', '6']",28000,27953,28062,P02_120
"['blender', 'turn-off']","['82', '8']",28604,28599,28634,P02_120
"['blender', 'turn-on']","['82', '6']",28680,28615,28939,P02_120
"['blender', 'turn-off']","['82', '8']",29342,29310,29352,P02_120
"['blender', 'turn-on']","['82', '6']",28992,28975,29163,P02_120
"['blender', 'turn-off']","['82', '8']",29822,29789,29831,P02_120
"['egg', 'take']","['53', '0']",4228,4207,4252,P02_120
"['blender', 'put']","['82', '1']",29915,29854,29947,P02_120
"['drawer', 'open']","['8', '3']",30042,30033,30079,P02_120
"['drawer', 'close']","['8', '4']",30085,30071,30110,P02_120
"['cupboard', 'open']","['3', '3']",30117,30114,30164,P02_120
"['tray', 'take']","['35', '0']",30231,30163,30365,P02_120
"['paper', 'take']","['49', '0']",30529,30517,30654,P02_120
"['paper', 'put']","['49', '1']",30773,30732,30821,P02_120
"['tray', 'put']","['35', '1']",30854,30821,30882,P02_120
"['lid', 'take']","['6', '0']",30881,30870,31001,P02_120
"['glass', 'take']","['10', '0']",31008,30987,31034,P02_120
"['egg', 'pat']","['53', '32']",4269,4257,4283,P02_120
"['glass', 'put']","['10', '1']",31128,31088,31153,P02_120
"['tap', 'check']","['0', '24']",31194,31158,31247,P02_120
"['lid', 'put']","['6', '1']",31248,31244,31307,P02_120
"['processor:food', 'move']","['147', '11']",31486,31434,31552,P02_120
"['lid', 'take']","['6', '0']",31589,31572,31597,P02_120
"['scissors', 'take']","['79', '0']",31678,31603,31716,P02_120
"['scissors', 'insert']","['79', '5']",31860,31847,31936,P02_120
"['bin', 'open']","['36', '3']",31992,31986,32007,P02_120
"['rubbish', 'throw']","['54', '13']",32014,32006,32026,P02_120
"['bin', 'close']","['36', '4']",32042,32027,32055,P02_120
